ID,Price,Manufacturer,Year,Category,Leather,Fuel,Engine,Cylinders,Transmission,Drive,Doors,Color,Airbags,Km,Turbo,Origin
45802338,13485,HONDA,2011,Hatchback,No,Petrol,1.5,4.0,Variator,Front,4,Black,6,152000,0,Japan
45793553,6272,MERCEDES-BENZ,1997,Sedan,No,LPG,2.0,4.0,Automatic,Rear,4,Blue,6,165000,0,Germany
45756447,6272,MERCEDES-BENZ,1995,Sedan,No,Petrol,1.8,4.0,Manual,Rear,4,Green,0,100000,0,Germany
45767878,31361,TOYOTA,2015,Sedan,No,Petrol,2.5,4.0,Automatic,Front,4,Black,8,156800,0,Japan
45655288,24775,AUDI,2013,SUV,Yes,Petrol,3.0,6.0,Automatic,4x4,4,Blue,0,227902,0,Germany
45698268,23834,TOYOTA,2011,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,4,Black,6,109000,0,Japan
45764196,14583,TOYOTA,2013,SUV,Yes,Petrol,2.7,4.0,Automatic,Rear,4,White,12,265558,0,Japan
45798435,11604,MERCEDES-BENZ,1994,Sedan,No,Petrol,2.8,6.0,Manual,Rear,4,Grey,2,248000,0,Germany
44838566,15681,TOYOTA,2014,Hatchback,No,Hybrid,1.5,4.0,Tiptronic,Front,4,Red,8,101101,0,Japan
45806448,8467,TOYOTA,2010,Hatchback,Yes,Hybrid,1.8,4.0,Tiptronic,Front,4,Blue,12,192000,0,Japan
45596084,20855,TOYOTA,2017,Hatchback,Yes,Petrol,1.8,4.0,Automatic,Front,4,Red,8,18942,0,Japan
45784865,6899,FORD,1994,Minivan,No,Diesel,2.5,4.0,Manual,Rear,2,Red,6,98521,0,US
45802047,17249,HYUNDAI,2012,Sedan,Yes,Petrol,3.8,4.0,Automatic,Front,4,Silver,4,94055,0,Korea
45731518,44843,HYUNDAI,2016,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Grey,4,110846,0,Korea
44284905,17876,FORD,2014,Sedan,No,Petrol,2.0,4.0,Automatic,Front,4,Grey,8,93669,1,US
45729680,27946,HYUNDAI,2016,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Grey,4,55446,0,Korea
45770524,25716,MERCEDES-BENZ,2009,Minivan,Yes,Diesel,3.0,6.0,Automatic,Rear,4,Black,12,18300,1,Germany
45787578,17876,VOLKSWAGEN,2013,Coupe,Yes,Petrol,2.5,5.0,Tiptronic,Front,2,Black,8,78000,0,Germany
45803576,9722,HYUNDAI,2015,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Orange,4,598779,0,Korea
45705958,10036,TOYOTA,2015,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,4,Grey,8,109000,0,Japan
45804485,40224,HYUNDAI,2016,SUV,Yes,Diesel,1.7,4.0,Automatic,Front,4,Blue,4,105311,0,Korea
45805571,7056,SUBARU,2006,Sedan,No,Petrol,1.5,4.0,Automatic,Front,4,White,0,190000,0,Japan
45342052,19130,TOYOTA,2012,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,4,Black,10,75000,0,Japan
44461194,10976,NISSAN,2008,Sedan,No,Petrol,2.5,4.0,Automatic,Rear,4,White,6,148000,0,Japan
45662385,7683,MITSUBISHI,2000,SUV,No,Petrol,2.0,4.0,Automatic,4x4,4,White,2,232100,0,Japan
45803506,11604,HYUNDAI,2014,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,477316,0,Korea
45809165,21253,TOYOTA,2015,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,4,Silver,4,81200,0,Japan
45792380,18033,KIA,2015,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,White,4,35336,0,Korea
45809241,35908,CHEVROLET,2015,SUV,Yes,Diesel,2.2,4.0,Automatic,Front,4,Silver,4,61297,0,US
45762651,13172,HONDA,2010,Hatchback,No,Petrol,1.5,4.0,Tiptronic,Front,4,Grey,8,180800,0,Japan
45759191,17876,TOYOTA,2012,Sedan,Yes,Petrol,2.5,4.0,Variator,Front,4,Black,12,125000,0,Japan
45803894,21652,HYUNDAI,2011,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,161345,0,Korea
45808657,8467,TOYOTA,2016,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,4,White,12,70066,0,Japan
45786980,14740,HYUNDAI,2012,Hatchback,No,Petrol,1.6,4.0,Tiptronic,Front,4,Grey,10,214400,0,Korea
45803707,38445,HYUNDAI,2015,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,White,4,70745,0,Korea
45592148,16621,FORD,2013,Sedan,Yes,Hybrid,2.0,4.0,Tiptronic,Front,4,Grey,8,145000,0,US
45730444,24920,SSANGYONG,2011,SUV,Yes,Diesel,2.7,4.0,Automatic,Front,4,Silver,4,130484,0,Korea
45754179,15053,HYUNDAI,2014,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,4,White,12,75200,1,Korea
45803089,13799,HYUNDAI,2010,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,77251,0,Korea
45815467,16621,MITSUBISHI,2001,Minivan,No,Petrol,3.0,6.0,Automatic,4x4,4,White,4,158000,0,Japan
45787200,11917,VOLKSWAGEN,2006,Hatchback,No,Diesel,1.9,4.0,Manual,Front,4,Grey,4,290000,1,Germany
45427144,14740,FORD,2014,Hatchback,No,Petrol,2.0,4.0,Automatic,Front,4,White,6,135313,0,US
43908533,34497,TOYOTA,2015,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,4,Grey,12,33000,0,Japan
45789656,11604,OPEL,2010,Hatchback,No,Diesel,1.9,4.0,Tiptronic,Front,4,Blue,4,167000,1,Germany
45727018,19416,SSANGYONG,2011,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Black,4,124228,0,Korea
45794468,37633,BMW,2010,Sedan,Yes,Petrol,4.4,8.0,Automatic,Rear,4,Black,12,170000,1,Germany
45760024,26030,CHEVROLET,2017,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,4,Blue,0,52062,0,US
45809187,13739,FORD,2011,Sedan,Yes,Petrol,3.5,4.0,Automatic,Front,4,Silver,4,112000,0,US
45104954,40769,FORD,2015,Coupe,No,Petrol,3.7,6.0,Automatic,Rear,2,Red,8,150000,0,US
45732751,5331,HYUNDAI,2010,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,731513,0,Korea
45806360,9095,OPEL,2008,Hatchback,No,Diesel,1.7,4.0,Manual,Front,4,Grey,4,219000,1,Germany
45803255,14454,HYUNDAI,2012,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,Black,4,165892,0,Korea
45809539,18362,TOYOTA,2012,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,4,Blue,4,99949,0,Japan
45730757,21181,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Silver,4,79570,0,Korea
44281026,8000,TOYOTA,2012,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,4,Sky blue,6,47000,0,Japan
45793927,42337,BMW,2016,Sedan,Yes,Petrol,2.0,4.0,Automatic,Rear,4,Grey,12,41000,1,Germany
44922391,26814,KIA,2016,SUV,Yes,Petrol,2.0,4.0,Automatic,Front,4,Grey,10,33371,1,Korea
45805996,10349,VOLKSWAGEN,2014,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,4,Silver,12,70000,1,Germany
45732603,52696,HYUNDAI,2017,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,107845,0,Korea
45730640,35269,SSANGYONG,2017,SUV,Yes,Diesel,1.6,4.0,Automatic,Front,4,White,4,77721,0,Korea
45787526,15367,MERCEDES-BENZ,2004,SUV,Yes,Petrol,3.7,6.0,Tiptronic,4x4,4,Black,12,186000,0,Germany
45759924,25089,TOYOTA,2013,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,4,White,12,160000,0,Japan
45801256,14113,CHEVROLET,2013,Sedan,No,Petrol,1.4,4.0,Automatic,Front,4,Silver,12,120000,1,US
45680596,45000,BMW,2008,Sedan,Yes,Petrol,5.0,10.0,Tiptronic,Rear,4,White,10,113473,0,Germany
45479281,14740,HONDA,2010,Hatchback,No,Hybrid,1.3,4.0,Automatic,Front,4,White,0,88000,0,Japan
45806453,14426,LEXUS,2014,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,4,Black,12,176213,0,Japan
45809088,12074,FORD,2011,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,4,Silver,4,109729,0,US
45710264,7840,OPEL,1999,Hatchback,No,Petrol,1.8,4.0,Manual,Front,4,Silver,4,253000,0,Germany
45783172,16308,HYUNDAI,2012,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,4,Black,12,195200,0,Korea
45810122,12570,CHEVROLET,2010,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,4,Grey,4,112720,0,US
45670043,19757,TOYOTA,2005,SUV,No,Petrol,4.7,6.0,Tiptronic,4x4,4,Silver,10,18000,0,Japan
45781550,43278,BMW,2013,SUV,Yes,Petrol,3.0,6.0,Tiptronic,4x4,4,Blue,12,74000,1,Germany
43490048,24458,MERCEDES-BENZ,2007,Minivan,No,Diesel,2.2,4.0,Manual,Rear,4,White,2,249000,1,Germany
45756536,20385,TOYOTA,2017,Hatchback,No,Petrol,1.8,4.0,Tiptronic,Front,4,White,12,27000,0,Japan
45807595,10976,FORD,1998,Universal,No,Diesel,2.5,6.0,Manual,Rear,2,Red,2,135000,0,US
45787717,16308,VOLKSWAGEN,2008,Sedan,Yes,Petrol,2.0,4.0,Manual,Front,4,Silver,10,13522,1,Germany
45771607,14426,TOYOTA,2013,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,4,White,8,98000,0,Japan
44728534,14113,FORD,2013,Hatchback,No,Hybrid,2.0,4.0,Variator,Front,4,White,12,100000,0,US
45793127,46414,TOYOTA,2016,SUV,No,Petrol,2.5,4.0,Tiptronic,4x4,4,Black,8,56000,0,Japan
45811321,10976,KIA,2016,Hatchback,No,Petrol,1.2,4.0,Manual,Front,4,Silver,2,140000,0,Korea
45781913,18189,SUBARU,2013,Hatchback,Yes,Petrol,2.0,4.0,Variator,4x4,4,Blue,16,134000,0,Japan
44752255,10663,NISSAN,2004,SUV,Yes,LPG,2.0,4.0,Automatic,4x4,4,Black,4,190000,0,Japan
45810106,48261,HONDA,2016,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,Grey,4,22601,0,Japan
45804387,32954,LEXUS,2011,Sedan,Yes,Petrol,4.6,4.0,Automatic,Front,4,Black,4,195303,0,Japan
45807113,16621,TOYOTA,2011,Sedan,Yes,Hybrid,1.5,4.0,Automatic,Front,4,White,10,250000,0,Japan
41617599,13328,TOYOTA,2011,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,4,Golden,0,103000,0,Japan
45810010,54697,CHEVROLET,2016,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,4,Black,4,59066,0,US
45797468,10349,MERCEDES-BENZ,2001,Sedan,No,Diesel,2.2,4.0,Manual,Rear,4,Blue,6,255000,1,Germany
45806383,40769,MERCEDES-BENZ,1996,SUV,Yes,Petrol,5.5,8.0,Automatic,4x4,2,Black,8,180000,0,Germany
45798179,11368,HYUNDAI,2007,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Silver,4,151382,0,Korea
45803569,12858,HYUNDAI,2014,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,392894,0,Korea
45789609,43905,BMW,2013,Sedan,Yes,Diesel,2.0,4.0,Tiptronic,Rear,4,Grey,8,85000,1,Germany
45787237,10663,OPEL,2004,Hatchback,No,Diesel,1.3,4.0,Tiptronic,Front,4,Silver,6,108000,1,Germany
45730251,39201,SSANGYONG,2016,SUV,Yes,Petrol,1.6,4.0,Automatic,Front,4,White,4,51787,0,Korea
45814690,3500,OPEL,1996,Sedan,No,LPG,2.0,4.0,Manual,Rear,4,Green,3,23000,0,Germany
45801920,11886,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Grey,4,113660,0,Korea
45803371,10641,HYUNDAI,2014,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,White,4,75346,0,Korea
45774110,14269,HONDA,2011,Hatchback,No,Petrol,1.5,4.0,Automatic,Front,4,White,8,80000,0,Japan
45759352,13328,AUDI,2017,SUV,Yes,Petrol,3.0,6.0,Automatic,4x4,4,Black,0,44642,0,Germany
45504236,17562,TOYOTA,2013,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,4,Sky blue,8,67224,0,Japan
45793399,17249,MITSUBISHI,2011,SUV,No,Petrol,2.0,4.0,Tiptronic,Front,4,Silver,8,95000,0,Japan
45491521,21953,HONDA,2016,Hatchback,No,Petrol,1.5,4.0,Variator,Front,4,Yellow,12,50400,0,Japan
45635096,16935,FORD,2015,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,Black,0,71454,0,US
45813673,15053,CHEVROLET,2014,Sedan,No,Petrol,1.4,4.0,Tiptronic,Front,4,Silver,10,70222,0,US
45801267,5331,MITSUBISHI,1998,SUV,No,Petrol,1.8,4.0,Automatic,4x4,4,Silver,2,250000,0,Japan
45733415,48575,HYUNDAI,2015,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,Grey,4,87196,0,Korea
45814898,5331,TOYOTA,2010,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,4,White,12,319301,0,Japan
45797609,20005,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Silver,4,126100,0,Korea
45802834,53154,HYUNDAI,2016,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,99000,0,Korea
45669973,31361,TOYOTA,2017,Sedan,Yes,Petrol,2.5,6.0,Automatic,Front,4,Black,12,55000,0,Japan
45791022,15053,HYUNDAI,2014,Sedan,Yes,Petrol,2.4,6.0,Automatic,Front,4,White,0,71000,0,Korea
45671050,19757,TOYOTA,2010,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,4,Brown,12,109356,0,Japan
45811728,7213,MITSUBISHI,2004,Hatchback,Yes,Petrol,1.5,4.0,Variator,Front,4,Silver,2,222222,0,Japan
45810698,21953,TOYOTA,2013,Sedan,No,Hybrid,2.5,4.0,Automatic,Front,4,Blue,8,94200,0,Japan
45682415,20385,HYUNDAI,2006,SUV,Yes,Diesel,2.2,6.0,Tiptronic,4x4,4,Silver,8,88000,0,Korea
45802347,16308,TOYOTA,2014,Sedan,No,Petrol,2.5,4.0,Tiptronic,Front,4,Black,10,96000,0,Japan
45789494,8781,MERCEDES-BENZ,2000,Sedan,Yes,LPG,2.0,4.0,Automatic,Rear,5,Silver,6,150000,0,Germany
45810777,4077,OPEL,2000,Hatchback,No,LPG,1.6,4.0,Manual,Front,4,White,8,270000,0,Germany
45115632,15681,TOYOTA,2010,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,4,Grey,8,162000,0,Japan
45803610,20385,HYUNDAI,2012,Sedan,Yes,Diesel,2.5,4.0,Automatic,Front,4,Black,4,82260,0,Korea
45776566,15367,MERCEDES-BENZ,2006,Sedan,Yes,Petrol,2.5,6.0,Manual,Rear,4,Black,6,216000,0,Germany
45793397,25089,MERCEDES-BENZ,2005,Sedan,Yes,Petrol,5.5,8.0,Tiptronic,Rear,4,Black,8,333000,1,Germany
45732693,15053,HYUNDAI,2015,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,314523,0,Korea
45789352,7213,BMW,2001,Sedan,No,Petrol,2.5,6.0,Manual,Rear,4,Black,8,230000,0,Germany
44698118,19130,TOYOTA,2006,SUV,No,Petrol,2.4,4.0,Automatic,Front,4,Silver,12,193840,0,Japan
45792966,4328,CHEVROLET,2009,Sedan,Yes,Petrol,1.2,4.0,Automatic,Front,4,Blue,4,171138,0,US
45754133,15053,HYUNDAI,2014,Sedan,Yes,Hybrid,2.4,4.0,Automatic,Front,4,Silver,12,102400,0,Korea
45797241,11447,FORD,2011,Hatchback,No,Petrol,1.3,4.0,Manual,Front,4,White,8,139200,0,US
44934688,42337,TOYOTA,2017,SUV,Yes,Petrol,2.5,4.0,Automatic,4x4,4,White,12,37000,0,Japan
45568214,10976,TOYOTA,2011,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,4,White,10,230400,0,Japan
45803870,28909,HYUNDAI,2014,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,83500,0,Korea
45728056,6115,LEXUS,2013,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,4,Silver,12,152400,0,Japan
45815530,25000,TOYOTA,2012,Sedan,No,Petrol,2.5,6.0,Tiptronic,Front,4,Black,10,276800,0,Japan
45782476,18503,TOYOTA,2012,Hatchback,No,Petrol,1.8,4.0,Variator,Front,4,White,8,160000,0,Japan
45597555,29793,MERCEDES-BENZ,2009,SUV,Yes,Diesel,3.2,6.0,Automatic,4x4,4,Beige,0,245000,1,Germany
45809254,26491,TOYOTA,2013,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,4,Silver,4,69500,0,Japan
45814237,28225,BMW,2011,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,Rear,4,White,6,200000,1,Germany
45732089,50184,HYUNDAI,2016,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Blue,4,122497,0,Korea
45763095,15681,BMW,2004,SUV,Yes,Petrol,3.0,6.0,Tiptronic,4x4,4,Grey,6,205000,0,Germany
45777575,6899,VOLKSWAGEN,2003,Sedan,No,Petrol,2.0,4.0,Manual,Front,4,Silver,8,179000,0,Germany
45634820,17249,HYUNDAI,2011,Sedan,No,Hybrid,2.4,4.0,Tiptronic,Front,4,Silver,8,153321,0,Korea
45732670,15323,HYUNDAI,2010,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,White,4,170341,0,Korea
45703117,25089,MERCEDES-BENZ,2013,Minivan,Yes,Diesel,3.0,6.0,Tiptronic,Rear,4,White,6,328000,1,Germany
45795498,15681,MERCEDES-BENZ,2002,Sedan,Yes,Diesel,2.7,5.0,Tiptronic,Rear,4,Blue,12,306089,1,Germany
45688929,24148,HYUNDAI,2014,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,42000,0,Korea
45636934,17562,TOYOTA,2008,Sedan,Yes,Hybrid,2.4,4.0,Tiptronic,Front,4,Black,12,78490,0,Japan
45794183,3900,HONDA,1999,Minivan,No,Petrol,2.3,4.0,Automatic,Front,4,Silver,4,68000,0,Japan
45781438,5018,AUDI,2001,Sedan,Yes,LPG,2.8,6.0,Tiptronic,Front,4,Silver,8,25000,0,Germany
45493619,45473,TOYOTA,2011,SUV,Yes,Petrol,3.5,6.0,Tiptronic,4x4,4,Grey,10,112000,0,Japan
42877422,9252,TOYOTA,2012,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,4,White,0,144000,0,Japan
45764663,14583,TOYOTA,2013,SUV,Yes,Petrol,2.7,4.0,Automatic,Rear,4,White,12,265558,0,Japan
45758833,12231,FORD,2002,Minivan,No,Diesel,2.0,4.0,Manual,Front,4,White,2,205000,1,US
45729795,27654,HYUNDAI,2015,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Silver,4,33355,0,Korea
44729405,20385,BMW,2004,SUV,Yes,Diesel,3.0,6.0,Tiptronic,4x4,5,Grey,6,230000,1,Germany
45796290,18817,FORD,2014,Sedan,Yes,Petrol,2.0,4.0,Automatic,4x4,4,White,0,141752,0,US
44872468,20385,TOYOTA,2013,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,4,Blue,11,100000,0,Japan
45732547,61816,HYUNDAI,2016,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,White,4,17320,0,Korea
45730159,45342,SSANGYONG,2015,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Black,4,106055,0,Korea
44514703,37633,BMW,2013,Sedan,Yes,Petrol,3.0,6.0,Tiptronic,Rear,4,Silver,14,155000,1,Germany
45732542,57428,HYUNDAI,2017,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,73324,0,Korea
45730097,61521,SSANGYONG,2017,SUV,Yes,Diesel,2.2,4.0,Automatic,Front,4,Black,4,65689,0,Korea
45814637,8781,MITSUBISHI,2000,SUV,No,Petrol,2.0,4.0,Automatic,Rear,4,White,2,115000,0,Japan
43707499,18817,HYUNDAI,2014,Sedan,No,Hybrid,2.4,4.0,Tiptronic,Front,4,Black,10,132000,0,Korea
45803026,36733,HYUNDAI,2015,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Grey,4,170000,0,Korea
45807910,11917,TOYOTA,2012,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,4,White,10,180000,0,Japan
45642759,17562,HYUNDAI,2012,Sedan,No,Petrol,1.8,4.0,Tiptronic,Front,4,Black,8,122000,0,Korea
45797842,4391,OPEL,1996,Hatchback,No,Petrol,1.6,4.0,Manual,Front,4,Black,2,111112,0,Germany
45792757,12544,HONDA,2012,Hatchback,No,Hybrid,1.3,4.0,Automatic,Front,4,Silver,8,81000,0,Japan
45782064,11604,TOYOTA,2012,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,4,Grey,12,149000,0,Japan
45789168,12858,BMW,2011,Hatchback,Yes,Petrol,4.4,4.0,Automatic,Rear,4,Black,12,110000,0,Germany
45809525,25089,TOYOTA,2015,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,4,White,4,124382,0,Japan
45658618,43278,LEXUS,2011,SUV,Yes,Petrol,4.6,8.0,Automatic,4x4,4,White,0,160138,0,Japan
45805318,23521,MERCEDES-BENZ,2005,Minivan,No,Diesel,2.2,4.0,Manual,Rear,4,White,2,300000,0,Germany
45095271,21953,LEXUS,2012,Hatchback,Yes,Hybrid,1.8,4.0,Variator,Front,4,Carnelian red,12,208000,0,Japan
45651674,13172,MERCEDES-BENZ,2005,SUV,Yes,Petrol,3.5,6.0,Tiptronic,4x4,4,White,6,171531,0,Germany
45759769,26657,VOLKSWAGEN,2013,SUV,Yes,Petrol,2.0,4.0,Tiptronic,Front,4,Silver,8,95000,1,Germany
45796522,9408,FORD,1992,Minivan,No,Diesel,2.5,4.0,Manual,Rear,4,White,0,111111,0,US
45797670,16935,HYUNDAI,2009,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,165302,0,Korea
45733098,13172,HYUNDAI,2016,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Orange,4,381135,0,Korea
45733674,10976,MERCEDES-BENZ,2002,SUV,Yes,LPG,5.0,8.0,Tiptronic,4x4,4,Silver,8,200000,0,Germany
45804162,27065,HYUNDAI,2010,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,102138,0,Korea
45369256,20200,FORD,2013,Sedan,Yes,Hybrid,2.0,4.0,Automatic,Front,4,White,8,105000,0,US
45779937,8500,MITSUBISHI,2004,SUV,No,LPG,3.0,6.0,Automatic,4x4,4,Carnelian red,4,250000,0,Japan
45797547,39201,HYUNDAI,2016,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,182821,0,Korea
45803309,12858,HYUNDAI,2013,Sedan,Yes,Petrol,2.0,4.0,Automatic,Front,4,Black,4,52668,0,Korea
43546067,37633,BMW,2014,SUV,Yes,Petrol,2.0,4.0,Tiptronic,4x4,4,Grey,12,95000,1,Germany
45092119,18346,CHEVROLET,2016,Sedan,No,Petrol,1.5,4.0,Automatic,Front,4,Silver,8,91380,1,US
45738340,36065,BMW,2010,SUV,Yes,Petrol,3.0,6.0,Tiptronic,4x4,4,Golden,12,165000,1,Germany
45645941,8781,FORD,2016,Sedan,Yes,Hybrid,2.0,4.0,Automatic,Front,4,Black,0,194974,0,US
45804098,5488,MERCEDES-BENZ,2001,Hatchback,Yes,Petrol,1.9,4.0,Tiptronic,Front,4,Black,4,147000,0,Germany
45770096,22580,TOYOTA,2011,SUV,Yes,Petrol,3.5,6.0,Automatic,4x4,4,Grey,12,368064,0,Japan
45690197,7213,FORD,2004,Sedan,No,Diesel,1.8,4.0,Manual,Front,4,Grey,6,177087,1,US
45636180,12231,NISSAN,2013,SUV,Yes,Petrol,1.6,4.0,Automatic,4x4,4,Red,0,110531,0,Japan
45771020,9565,MERCEDES-BENZ,2012,Sedan,Yes,Diesel,3.0,6.0,Automatic,Rear,4,Black,12,171221,0,Germany
45451753,20385,TOYOTA,2012,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,4,Silver,12,85000,0,Japan
45682177,14740,TOYOTA,2010,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,4,Silver,4,200000,0,Japan
45771493,12544,FORD,2014,Hatchback,No,Petrol,2.0,4.0,Automatic,Front,4,White,0,147995,0,US
45797262,12980,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Black,4,187500,0,Korea
45801961,32929,HYUNDAI,2018,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,4,Grey,4,54865,0,Korea
45465063,19444,TOYOTA,2018,SUV,Yes,Petrol,2.0,4.0,Automatic,Front,4,Grey,12,40272,0,Japan
45811556,24775,LEXUS,2011,Sedan,Yes,Petrol,2.5,6.0,Tiptronic,Rear,4,Grey,10,138000,0,Japan
45730377,20266,SSANGYONG,2013,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Silver,4,376356,0,Korea
45732562,37163,HYUNDAI,2013,SUV,Yes,Diesel,2.2,4.0,Automatic,Front,4,Blue,4,42857,0,Korea
45815914,8467,TOYOTA,2008,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,4,Red,6,150000,0,Japan
45698956,15053,TOYOTA,2013,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,4,White,2,140000,0,Japan
45481023,19444,HYUNDAI,2016,Sedan,No,Petrol,2.4,4.0,Tiptronic,4x4,4,Silver,12,82000,0,Korea
45805879,16465,BMW,2008,Sedan,Yes,Petrol,3.0,6.0,Manual,Rear,4,Black,8,97800,1,Germany
45803010,75793,HYUNDAI,2019,SUV,Yes,Diesel,2.0,4.0,Automatic,Front,4,Black,4,21680,0,Korea
45797558,21639,KIA,2013,Sedan,No,Hybrid,2.4,4.0,Tiptronic,Front,4,White,12,127200,0,Korea
45799357,18817,TOYOTA,2013,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,4,Orange,6,108800,0,Japan
45723475,19444,FORD,2013,Sedan,No,Petrol,1.5,4.0,Automatic,Front,4,Black,8,100000,1,US
45730014,30238,SSANGYONG,2009,SUV,Yes,Diesel,2.7,4.0,Automatic,Front,4,Silver,4,116092,0,Korea
45691966,24775,LEXUS,2008,SUV,Yes,Hybrid,3.3,6.0,Automatic,4x4,4,Silver,12,235200,0,Japan
45675591,4391,VOLKSWAGEN,1997,Sedan,No,LPG,1.8,4.0,Manual,Front,4,Silver,4,174000,0,Germany
45803127,7056,HYUNDAI,2010,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Black,4,116346,0,Korea
45810449,29087,CHEVROLET,2016,SUV,Yes,Diesel,1.6,4.0,Automatic,Front,4,Grey,4,50509,0,US
45809769,12112,CHEVROLET,2012,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,4,Black,4,130000,0,US
45808846,15681,FORD,2014,Hatchback,No,Hybrid,2.0,4.0,Automatic,Front,4,White,12,135657,0,US
45732955,15681,HYUNDAI,2016,Sedan,Yes,LPG,2.0,4.0,Automatic,Front,4,Silver,4,286095,0,Korea
45796835,11851,HYUNDAI,2008,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,4,Silver,4,200000,0,Korea
